 i, m(i) , mdata(i) , weights(i) , loss(1,i) ,nobs(i)
  16,          0.41004184,          0.17241000,        609.75609756,         -0.23763184,    239,Assets<5     _Age_51._55._Mar_0._0._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  17,          0.41807910,          0.22857000,        396.82539683,         -0.18950910,    177,Assets<5     _Age_56._61._Mar_0._0._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  18,          0.50757576,          0.21429000,        332.22591362,         -0.29328576,    132,Assets<5     _Age_61._66._Mar_0._0._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  19,          0.13404826,          0.16694000,       4347.82608696,          0.03289174,   1119,Assets<10     _Age_51._55._Mar_1._1._Fem_-999._999._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.             
  20,          0.11302682,          0.18099000,       3703.70370370,          0.06796318,   1044,Assets<10     _Age_56._61._Mar_1._1._Fem_-999._999._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.             
  21,          0.12009512,          0.16346000,       3030.30303030,          0.04336488,    841,Assets<10     _Age_61._66._Mar_1._1._Fem_-999._999._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.             
  22,          0.12021858,          0.15924000,       1176.47058824,          0.03902142,    366,Assets<10     _Age_51._55._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  23,          0.10216718,          0.14650000,       1250.00000000,          0.04433282,    323,Assets<10     _Age_56._61._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  24,          0.10749186,          0.14465000,       1282.05128205,          0.03715814,    307,Assets<10     _Age_61._66._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  25,          0.20920502,          0.16092000,        645.16129032,         -0.04828502,    239,Assets<10     _Age_51._55._Mar_0._0._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  26,          0.16384181,          0.18571000,        462.96296296,          0.02186819,    177,Assets<10     _Age_56._61._Mar_0._0._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  27,          0.12878788,          0.12500000,        512.82051282,         -0.00378788,    132,Assets<10     _Age_61._66._Mar_0._0._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  28,          0.45129580,          0.33556000,       2702.70270270,         -0.11573580,   1119,Assets>10     _Age_51._55._Mar_1._1._Fem_-999._999._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.             
  29,          0.47126437,          0.37477000,       2325.58139535,         -0.09649437,   1044,Assets>10     _Age_56._61._Mar_1._1._Fem_-999._999._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.             
  30,          0.49821641,          0.38702000,       1754.38596491,         -0.11119641,    841,Assets>10     _Age_61._66._Mar_1._1._Fem_-999._999._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.             
  31,          0.23224044,          0.29299000,        757.57575758,          0.06074956,    366,Assets>10     _Age_51._55._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  32,          0.30340557,          0.33121000,        709.21985816,          0.02780443,    323,Assets>10     _Age_56._61._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  33,          0.26384365,          0.28931000,        775.19379845,          0.02546635,    307,Assets>10     _Age_61._66._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  34,          0.24267782,          0.25287000,        460.82949309,          0.01019218,    239,Assets>10     _Age_51._55._Mar_0._0._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  35,          0.31073446,          0.24286000,        380.22813688,         -0.06787446,    177,Assets>10     _Age_56._61._Mar_0._0._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  36,          0.22727273,          0.17857000,        381.67938931,         -0.04870273,    132,Assets>10     _Age_61._66._Mar_0._0._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  37,          0.84743743,          0.79890000,      12500.00000000,         -0.04853743,   4195,LFP     _Age_51._55._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  38,          0.84617756,          0.71456000,       7692.30769231,         -0.13161756,   3244,LFP     _Age_56._60._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  39,          0.71852687,          0.56573000,       5263.15789474,         -0.15279687,   2661,LFP     _Age_61._65._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  40,          0.38014784,          0.29718000,       4347.82608696,         -0.08296784,   1894,LFP     _Age_66._70._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  41,          0.19123506,          0.17230000,       4347.82608696,         -0.01893506,   1255,LFP     _Age_71._75._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  42,          0.57173834,          0.38593000,       2439.02439024,         -0.18580834,   2767,LFP     _Age_51._55._Mar_1._1._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  43,          0.31521739,          0.35236000,       1754.38596491,          0.03714261,   2024,LFP     _Age_56._60._Mar_1._1._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  44,          0.20346898,          0.11498000,       2857.14285714,         -0.08848898,   1499,LFP     _Age_61._65._Mar_1._1._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  45,          0.10438413,          0.04520000,       4166.66666667,         -0.05918413,    958,LFP     _Age_66._70._Mar_1._1._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  46,          0.05750351,          0.03623000,       4000.00000000,         -0.02127351,    713,LFP     _Age_71._75._Mar_1._1._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  47,          0.74808324,          0.61279000,       1250.00000000,         -0.13529324,   1826,LFP     _Age_51._55._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  48,          0.63506396,          0.41079000,       1000.00000000,         -0.22427396,   1329,LFP     _Age_56._60._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  49,          0.28438228,          0.26848000,       1315.78947368,         -0.01590228,   1287,LFP     _Age_61._65._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  50,          0.00769971,          0.13810000,       1754.38596491,          0.13040029,   1039,LFP     _Age_66._70._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  51,          0.00501253,          0.05556000,       3125.00000000,          0.05054747,    798,LFP     _Age_71._75._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  52,          0.00000000,          0.04929000,      33333.33333333,          0.04929000,   3680,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_0._0._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  53,          0.41775924,          0.16242000,       7142.85714286,         -0.25533924,   1678,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_0._5._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  54,          0.48110317,          0.27842000,       7142.85714286,         -0.20268317,   2937,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_6._15._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                       
  55,          0.52680378,          0.48748000,      12500.00000000,         -0.03932378,   5932,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_16._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  56,          0.32250785,          0.19920000,      25000.00000000,         -0.12330785,  10192,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_0._7._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  57,          0.40793724,          0.34527000,       7692.30769231,         -0.06266724,   2167,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_8._11._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                       
  58,          0.53320438,          0.42706000,       5000.00000000,         -0.10614438,   1551,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_12._15._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                      
  59,          0.76646707,          0.67752000,       1408.45070423,         -0.08894707,    334,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_16._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  60,          0.43982301,          0.39923000,       2173.91304348,         -0.04059301,   1130,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_0._0._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  61,          0.47858198,          0.38581000,       8333.33333333,         -0.09277198,   4062,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_1._2._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  62,          0.31076005,          0.25810000,      25000.00000000,         -0.05266005,   9052,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_3._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                      
  63,          0.10894065,          0.34906000,       1408.45070423,          0.24011935,   1331,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  64,          0.34879848,          0.28019000,       1030.92783505,         -0.06860848,   4203,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  65,          0.29120000,          0.28791000,       2222.22222222,         -0.00329000,   1250,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  66,          0.44231928,          0.28398000,       7142.85714286,         -0.15833928,   6640,LFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                   
  67,          0.04609974,          0.05668000,      33333.33333333,          0.01058026,   7961,Part-Time     _Age_51._75._Mar_1._1._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  68,          0.03455964,          0.07712000,      16666.66666667,          0.04256036,   6279,Part-Time     _Age_51._75._Mar_0._0._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                  
  69,          0.65569620,          0.57358000,       6666.66666667,         -0.08211620,   3555,FLFP     _Age_51._55._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  70,          0.64881603,          0.57042000,       4545.45454545,         -0.07839603,   2745,FLFP     _Age_56._60._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  71,          0.52301255,          0.46888000,       2941.17647059,         -0.05413255,   1912,FLFP     _Age_61._65._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  72,          0.51805556,          0.38686000,       1149.42528736,         -0.13119556,    720,FLFP     _Age_66._70._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  73,          0.52408412,          0.59773000,       4347.82608696,          0.07364588,   2948,FLFP     _Age_51._55._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  74,          0.50472335,          0.52769000,       2631.57894737,          0.02296665,   1482,FLFP     _Age_56._60._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  75,          0.43517139,          0.41606000,       1123.59550562,         -0.01911139,    671,FLFP     _Age_61._65._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  76,          0.45370370,          0.31683000,        467.28971963,         -0.13687370,    108,FLFP     _Age_66._70._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  77,          0.44444444,          0.30556000,        169.77928693,         -0.13888444,     45,FLFP     _Age_71._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                     
  78,          0.54360902,          0.50074000,       8333.33333333,         -0.04286902,   5320,FLFP     _Age_51._75._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_0._7._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                          
  79,          0.68112701,          0.47842000,       3333.33333333,         -0.20270701,   2236,FLFP     _Age_51._75._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_8._11._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                         
  80,          0.71048744,          0.62549000,       3333.33333333,         -0.08499744,   1354,FLFP     _Age_51._75._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_12._15._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  81,          0.69847328,          0.67925000,        970.87378641,         -0.01922328,    262,FLFP     _Age_51._75._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_16._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                       
  82,          0.41314268,          0.37750000,       3448.27586207,         -0.03564268,   3287,FLFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_0._7._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                          
  83,          0.52828054,          0.53741000,       2380.95238095,          0.00912946,    884,FLFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_8._11._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                         
  84,          0.74969770,          0.63550000,       2272.72727273,         -0.11419770,    827,FLFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_12._15._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                        
  85,          0.81640625,          0.87500000,       1886.79245283,          0.05859375,    256,FLFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_16._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                       
  86,          0.00000000,          0.07853000,       8333.33333333,          0.07853000,   1246,FLFP     _Age_51._75._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_0._0._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                          
  87,          0.66452367,          0.27684000,       2631.57894737,         -0.38768367,   1711,FLFP     _Age_51._75._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_1._10._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                         
  88,          0.71170881,          0.68673000,      12500.00000000,         -0.02497881,   6209,FLFP     _Age_51._75._Mar_-999._999._Fem_0._0._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_11._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                       
  89,          0.00000000,          0.06623000,       7142.85714286,          0.06623000,   1142,FLFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_0._0._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                          
  90,          0.55138340,          0.46320000,       1851.85185185,         -0.08818340,   1518,FLFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_1._10._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                         
  91,          0.70445661,          0.73768000,       6250.00000000,          0.03322339,   2558,FLFP     _Age_51._75._Mar_-999._999._Fem_1._1._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_11._999._Coh_-999._999._LFP_1._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                       
  92,          0.22391858,          0.14200000,      14285.71428571,         -0.08191858,   3537,HHLFP     _Age_51._75._Mar_1._1._Fem_-999._999._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                 
  93,          0.29940628,          0.34298000,       8333.33333333,          0.04357372,   3537,HHLFP     _Age_51._75._Mar_1._1._Fem_-999._999._Kid_-999._999._Edu_-999._999._XP_-999._999._FXP_-999._999._Coh_-999._999._LFP_-999._999._FLFP_-999._999._Ass_-999._999._Year_-999._999.                 
